dataset,size,algorithm,milliseconds
sorted,31400,merge_sort,0.803966
sorted,31400,merge_insertion_t15,0.46892
sorted,31500,merge_sort,0.800813
sorted,31500,merge_insertion_t15,0.470174
sorted,31600,merge_sort,0.785907
sorted,31600,merge_insertion_t15,0.476376
sorted,31700,merge_sort,0.77032
sorted,31700,merge_insertion_t15,0.478301
sorted,31800,merge_sort,0.810369
sorted,31800,merge_insertion_t15,0.481631
sorted,31900,merge_sort,0.794975
sorted,31900,merge_insertion_t15,0.478516
sorted,32000,merge_sort,0.791802
sorted,32000,merge_insertion_t15,0.516285
sorted,32100,merge_sort,0.813973
sorted,32100,merge_insertion_t15,0.500387
sorted,32200,merge_sort,0.839391
sorted,32200,merge_insertion_t15,0.476648
sorted,32300,merge_sort,0.826112
sorted,32300,merge_insertion_t15,0.551454
sorted,32400,merge_sort,0.853857
sorted,32400,merge_insertion_t15,0.504186
sorted,32500,merge_sort,0.797614
sorted,32500,merge_insertion_t15,0.50655
sorted,32600,merge_sort,0.935378
sorted,32600,merge_insertion_t15,0.492582
sorted,32700,merge_sort,0.865368
sorted,32700,merge_insertion_t15,0.559378
sorted,32800,merge_sort,0.79505
sorted,32800,merge_insertion_t15,0.517122
sorted,32900,merge_sort,0.823501
sorted,32900,merge_insertion_t15,0.50519
sorted,33000,merge_sort,0.848159
sorted,33000,merge_insertion_t15,0.528338
sorted,33100,merge_sort,0.824942
sorted,33100,merge_insertion_t15,0.566277
sorted,33200,merge_sort,0.864219
sorted,33200,merge_insertion_t15,0.523204
sorted,33300,merge_sort,0.833371
sorted,33300,merge_insertion_t15,0.532519
sorted,33400,merge_sort,1.37001
sorted,33400,merge_insertion_t15,0.516198
sorted,33500,merge_sort,0.86666
sorted,33500,merge_insertion_t15,0.531692
sorted,33600,merge_sort,0.842751
sorted,33600,merge_insertion_t15,0.560134
sorted,33700,merge_sort,0.861964
sorted,33700,merge_insertion_t15,0.520183
sorted,33800,merge_sort,0.86742
sorted,33800,merge_insertion_t15,0.533104
sorted,33900,merge_sort,0.866698
sorted,33900,merge_insertion_t15,0.635986
sorted,34000,merge_sort,0.939369
sorted,34000,merge_insertion_t15,0.65743
sorted,34100,merge_sort,0.88805
sorted,34100,merge_insertion_t15,0.730058
sorted,34200,merge_sort,1.19429
sorted,34200,merge_insertion_t15,0.523724
sorted,34300,merge_sort,0.885121
sorted,34300,merge_insertion_t15,0.547435
sorted,34400,merge_sort,0.856917
sorted,34400,merge_insertion_t15,0.538112
sorted,34500,merge_sort,0.899863
sorted,34500,merge_insertion_t15,0.595748
sorted,34600,merge_sort,0.853807
sorted,34600,merge_insertion_t15,0.583024
sorted,34700,merge_sort,0.870998
sorted,34700,merge_insertion_t15,0.554776
sorted,34800,merge_sort,0.85598
sorted,34800,merge_insertion_t15,0.587591
sorted,34900,merge_sort,0.877397
sorted,34900,merge_insertion_t15,0.54892
sorted,35000,merge_sort,0.877549
sorted,35000,merge_insertion_t15,0.54487
sorted,35100,merge_sort,0.942295
sorted,35100,merge_insertion_t15,0.571622
sorted,35200,merge_sort,0.948221
sorted,35200,merge_insertion_t15,0.546623
sorted,35300,merge_sort,0.87322
sorted,35300,merge_insertion_t15,0.546163
sorted,35400,merge_sort,0.943703
sorted,35400,merge_insertion_t15,0.636173
sorted,35500,merge_sort,0.869787
sorted,35500,merge_insertion_t15,0.558297
sorted,35600,merge_sort,0.871941
sorted,35600,merge_insertion_t15,0.569377
sorted,35700,merge_sort,0.889729
sorted,35700,merge_insertion_t15,0.547492
sorted,35800,merge_sort,0.866728
sorted,35800,merge_insertion_t15,0.559526
sorted,35900,merge_sort,0.901881
sorted,35900,merge_insertion_t15,0.54852
sorted,36000,merge_sort,1.02372
sorted,36000,merge_insertion_t15,0.552314
sorted,36100,merge_sort,0.872784
sorted,36100,merge_insertion_t15,0.554711
sorted,36200,merge_sort,0.903183
sorted,36200,merge_insertion_t15,0.556292
sorted,36300,merge_sort,0.897252
sorted,36300,merge_insertion_t15,0.57234
sorted,36400,merge_sort,0.91715
sorted,36400,merge_insertion_t15,0.595182
sorted,36500,merge_sort,0.900749
sorted,36500,merge_insertion_t15,0.57956
sorted,36600,merge_sort,0.874541
sorted,36600,merge_insertion_t15,0.581339
sorted,36700,merge_sort,0.914979
sorted,36700,merge_insertion_t15,0.562199
sorted,36800,merge_sort,0.890473
sorted,36800,merge_insertion_t15,0.570714
sorted,36900,merge_sort,0.886281
sorted,36900,merge_insertion_t15,0.561784
sorted,37000,merge_sort,0.923216
sorted,37000,merge_insertion_t15,0.573847
sorted,37100,merge_sort,0.899744
sorted,37100,merge_insertion_t15,0.580569
sorted,37200,merge_sort,0.90345
sorted,37200,merge_insertion_t15,0.585075
sorted,37300,merge_sort,0.920908
sorted,37300,merge_insertion_t15,0.588019
sorted,37400,merge_sort,0.934292
sorted,37400,merge_insertion_t15,0.568379
sorted,37500,merge_sort,0.937744
sorted,37500,merge_insertion_t15,0.633685
sorted,37600,merge_sort,0.921082
sorted,37600,merge_insertion_t15,0.574573
sorted,37700,merge_sort,0.92996
sorted,37700,merge_insertion_t15,0.639406
sorted,37800,merge_sort,1.02491
sorted,37800,merge_insertion_t15,0.578423
sorted,37900,merge_sort,0.936076
sorted,37900,merge_insertion_t15,0.620933
sorted,38000,merge_sort,0.957561
sorted,38000,merge_insertion_t15,0.691617
sorted,38100,merge_sort,0.931897
sorted,38100,merge_insertion_t15,0.595261
sorted,38200,merge_sort,0.929371
sorted,38200,merge_insertion_t15,0.64489
sorted,38300,merge_sort,0.94502
sorted,38300,merge_insertion_t15,0.610972
sorted,38400,merge_sort,0.954609
sorted,38400,merge_insertion_t15,0.576266
sorted,38500,merge_sort,0.977404
sorted,38500,merge_insertion_t15,0.599386
sorted,38600,merge_sort,0.928016
sorted,38600,merge_insertion_t15,0.591191
sorted,38700,merge_sort,0.927707
sorted,38700,merge_insertion_t15,0.616585
sorted,38800,merge_sort,0.968779
sorted,38800,merge_insertion_t15,0.601423
sorted,38900,merge_sort,0.951964
sorted,38900,merge_insertion_t15,0.584728
sorted,39000,merge_sort,0.973232
sorted,39000,merge_insertion_t15,0.604982
sorted,39100,merge_sort,0.960103
sorted,39100,merge_insertion_t15,0.598133
sorted,39200,merge_sort,0.95669
sorted,39200,merge_insertion_t15,0.662623
sorted,39300,merge_sort,0.975278
sorted,39300,merge_insertion_t15,0.622833
sorted,39400,merge_sort,0.945126
sorted,39400,merge_insertion_t15,0.606338
sorted,39500,merge_sort,1.01099
sorted,39500,merge_insertion_t15,0.628784
sorted,39600,merge_sort,0.965886
sorted,39600,merge_insertion_t15,0.605692
sorted,39700,merge_sort,0.965777
sorted,39700,merge_insertion_t15,0.619454
sorted,39800,merge_sort,0.988603
sorted,39800,merge_insertion_t15,0.617656
sorted,39900,merge_sort,0.96628
sorted,39900,merge_insertion_t15,0.597902
sorted,40000,merge_sort,0.985108
sorted,40000,merge_insertion_t15,0.643283
sorted,40100,merge_sort,0.977234
sorted,40100,merge_insertion_t15,0.617881
sorted,40200,merge_sort,0.966476
sorted,40200,merge_insertion_t15,0.649083
sorted,40300,merge_sort,0.993789
sorted,40300,merge_insertion_t15,0.648048
sorted,40400,merge_sort,0.984502
sorted,40400,merge_insertion_t15,0.603111
sorted,40500,merge_sort,1.03024
sorted,40500,merge_insertion_t15,0.645519
sorted,40600,merge_sort,0.991973
sorted,40600,merge_insertion_t15,0.6113
sorted,40700,merge_sort,1.02139
sorted,40700,merge_insertion_t15,0.632683
sorted,40800,merge_sort,1.02022
sorted,40800,merge_insertion_t15,0.614413
sorted,40900,merge_sort,0.994583
sorted,40900,merge_insertion_t15,0.650076
sorted,41000,merge_sort,1.0069
sorted,41000,merge_insertion_t15,0.638513
sorted,41100,merge_sort,0.99719
sorted,41100,merge_insertion_t15,0.625915
sorted,41200,merge_sort,1.13506
sorted,41200,merge_insertion_t15,0.718014
sorted,41300,merge_sort,1.00289
sorted,41300,merge_insertion_t15,0.617305
sorted,41400,merge_sort,1.05348
sorted,41400,merge_insertion_t15,0.636659
sorted,41500,merge_sort,1.05084
sorted,41500,merge_insertion_t15,0.636676
sorted,41600,merge_sort,1.0155
sorted,41600,merge_insertion_t15,0.656803
sorted,41700,merge_sort,1.09241
sorted,41700,merge_insertion_t15,0.642007
sorted,41800,merge_sort,1.53066
sorted,41800,merge_insertion_t15,1.17595
sorted,41900,merge_sort,2.5106
sorted,41900,merge_insertion_t15,1.15822
sorted,42000,merge_sort,1.70447
sorted,42000,merge_insertion_t15,1.11379
sorted,42100,merge_sort,1.79953
sorted,42100,merge_insertion_t15,1.13111
sorted,42200,merge_sort,1.72735
sorted,42200,merge_insertion_t15,1.15986
sorted,42300,merge_sort,1.69809
sorted,42300,merge_insertion_t15,1.16983
sorted,42400,merge_sort,1.71914
sorted,42400,merge_insertion_t15,1.13559
sorted,42500,merge_sort,1.80265
sorted,42500,merge_insertion_t15,1.0631
sorted,42600,merge_sort,1.07444
sorted,42600,merge_insertion_t15,0.636309
sorted,42700,merge_sort,1.05316
sorted,42700,merge_insertion_t15,0.67186
sorted,42800,merge_sort,1.02066
sorted,42800,merge_insertion_t15,0.641626
sorted,42900,merge_sort,1.03918
sorted,42900,merge_insertion_t15,0.651592
sorted,43000,merge_sort,1.02651
sorted,43000,merge_insertion_t15,0.639287
sorted,43100,merge_sort,1.02582
sorted,43100,merge_insertion_t15,0.664839
sorted,43200,merge_sort,1.04519
sorted,43200,merge_insertion_t15,0.643502
sorted,43300,merge_sort,1.02866
sorted,43300,merge_insertion_t15,0.660979
sorted,43400,merge_sort,1.05279
sorted,43400,merge_insertion_t15,0.666706
sorted,43500,merge_sort,1.03133
sorted,43500,merge_insertion_t15,0.647106
sorted,43600,merge_sort,1.11807
sorted,43600,merge_insertion_t15,0.685493
sorted,43700,merge_sort,1.04398
sorted,43700,merge_insertion_t15,0.654505
sorted,43800,merge_sort,1.08143
sorted,43800,merge_insertion_t15,0.667113
sorted,43900,merge_sort,1.07146
sorted,43900,merge_insertion_t15,0.656506
sorted,44000,merge_sort,1.04208
sorted,44000,merge_insertion_t15,0.772921
sorted,44100,merge_sort,1.07313
sorted,44100,merge_insertion_t15,0.667467
sorted,44200,merge_sort,1.04882
sorted,44200,merge_insertion_t15,0.669189
sorted,44300,merge_sort,1.0777
sorted,44300,merge_insertion_t15,0.70363
sorted,44400,merge_sort,1.05926
sorted,44400,merge_insertion_t15,0.664605
sorted,44500,merge_sort,1.08207
sorted,44500,merge_insertion_t15,0.853941
sorted,44600,merge_sort,1.09396
sorted,44600,merge_insertion_t15,0.676642
sorted,44700,merge_sort,1.09147
sorted,44700,merge_insertion_t15,0.709256
sorted,44800,merge_sort,1.06902
sorted,44800,merge_insertion_t15,0.679679
sorted,44900,merge_sort,1.07008
sorted,44900,merge_insertion_t15,0.69227
sorted,45000,merge_sort,1.0931
sorted,45000,merge_insertion_t15,0.681512
sorted,45100,merge_sort,1.06821
sorted,45100,merge_insertion_t15,0.699548
sorted,45200,merge_sort,1.10668
sorted,45200,merge_insertion_t15,0.683901
sorted,45300,merge_sort,1.07471
sorted,45300,merge_insertion_t15,0.685632
sorted,45400,merge_sort,1.1202
sorted,45400,merge_insertion_t15,0.675893
sorted,45500,merge_sort,1.08033
sorted,45500,merge_insertion_t15,0.690349
sorted,45600,merge_sort,1.12937
sorted,45600,merge_insertion_t15,0.711865
sorted,45700,merge_sort,1.0899
sorted,45700,merge_insertion_t15,0.722492
sorted,45800,merge_sort,1.11721
sorted,45800,merge_insertion_t15,0.707464
sorted,45900,merge_sort,1.09354
sorted,45900,merge_insertion_t15,0.686224
sorted,46000,merge_sort,1.1117
sorted,46000,merge_insertion_t15,0.695779
sorted,46100,merge_sort,1.12155
sorted,46100,merge_insertion_t15,0.7139
sorted,46200,merge_sort,1.0979
sorted,46200,merge_insertion_t15,0.713216
sorted,46300,merge_sort,1.11296
sorted,46300,merge_insertion_t15,0.90006
sorted,46400,merge_sort,1.86434
sorted,46400,merge_insertion_t15,1.19227
sorted,46500,merge_sort,1.11387
sorted,46500,merge_insertion_t15,0.704848
sorted,46600,merge_sort,1.16205
sorted,46600,merge_insertion_t15,0.711079
sorted,46700,merge_sort,1.15778
sorted,46700,merge_insertion_t15,0.712367
sorted,46800,merge_sort,1.14293
sorted,46800,merge_insertion_t15,0.713373
sorted,46900,merge_sort,1.12058
sorted,46900,merge_insertion_t15,0.710901
sorted,47000,merge_sort,1.15973
sorted,47000,merge_insertion_t15,0.719581
sorted,47100,merge_sort,1.11867
sorted,47100,merge_insertion_t15,0.69592
sorted,47200,merge_sort,1.14539
sorted,47200,merge_insertion_t15,0.69914
sorted,47300,merge_sort,1.19747
sorted,47300,merge_insertion_t15,0.720559
sorted,47400,merge_sort,1.12787
sorted,47400,merge_insertion_t15,0.747249
sorted,47500,merge_sort,1.14251
sorted,47500,merge_insertion_t15,0.704193
sorted,47600,merge_sort,1.1383
sorted,47600,merge_insertion_t15,0.727228
sorted,47700,merge_sort,1.17888
sorted,47700,merge_insertion_t15,0.706915
sorted,47800,merge_sort,1.17356
sorted,47800,merge_insertion_t15,0.746399
sorted,47900,merge_sort,1.15628
sorted,47900,merge_insertion_t15,0.710252
sorted,48000,merge_sort,1.14453
sorted,48000,merge_insertion_t15,0.730764
sorted,48100,merge_sort,1.15695
sorted,48100,merge_insertion_t15,0.723929
sorted,48200,merge_sort,1.14734
sorted,48200,merge_insertion_t15,0.760993
sorted,48300,merge_sort,1.1799
sorted,48300,merge_insertion_t15,0.735166
sorted,48400,merge_sort,1.17721
sorted,48400,merge_insertion_t15,0.729866
sorted,48500,merge_sort,1.17525
sorted,48500,merge_insertion_t15,0.730499
sorted,48600,merge_sort,1.16967
sorted,48600,merge_insertion_t15,0.731095
sorted,48700,merge_sort,1.2419
sorted,48700,merge_insertion_t15,0.723139
sorted,48800,merge_sort,1.18236
sorted,48800,merge_insertion_t15,0.730781
sorted,48900,merge_sort,1.21355
sorted,48900,merge_insertion_t15,0.7332
sorted,49000,merge_sort,1.69535
sorted,49000,merge_insertion_t15,0.789977
sorted,49100,merge_sort,1.23237
sorted,49100,merge_insertion_t15,0.728557
sorted,49200,merge_sort,1.21222
sorted,49200,merge_insertion_t15,0.762523
sorted,49300,merge_sort,1.22284
sorted,49300,merge_insertion_t15,0.774241
sorted,49400,merge_sort,1.21127
sorted,49400,merge_insertion_t15,0.784101
sorted,49500,merge_sort,1.22353
sorted,49500,merge_insertion_t15,0.752974
sorted,49600,merge_sort,1.21801
sorted,49600,merge_insertion_t15,0.806619
sorted,49700,merge_sort,1.40217
sorted,49700,merge_insertion_t15,0.76488
sorted,49800,merge_sort,1.26371
sorted,49800,merge_insertion_t15,0.765403
sorted,49900,merge_sort,1.2553
sorted,49900,merge_insertion_t15,0.765785
sorted,50000,merge_sort,1.97178
sorted,50000,merge_insertion_t15,0.763672
sorted,50100,merge_sort,1.24921
sorted,50100,merge_insertion_t15,0.75614
sorted,50200,merge_sort,1.28422
sorted,50200,merge_insertion_t15,0.74691
sorted,50300,merge_sort,1.23546
sorted,50300,merge_insertion_t15,0.761842
sorted,50400,merge_sort,1.28333
sorted,50400,merge_insertion_t15,0.786925
sorted,50500,merge_sort,1.25762
sorted,50500,merge_insertion_t15,0.774287
sorted,50600,merge_sort,1.24799
sorted,50600,merge_insertion_t15,0.763099
sorted,50700,merge_sort,1.24947
sorted,50700,merge_insertion_t15,0.797305
sorted,50800,merge_sort,1.2593
sorted,50800,merge_insertion_t15,0.790833
sorted,50900,merge_sort,1.25165
sorted,50900,merge_insertion_t15,0.813064
sorted,51000,merge_sort,1.28466
sorted,51000,merge_insertion_t15,0.791394
sorted,51100,merge_sort,1.50855
sorted,51100,merge_insertion_t15,0.776946
sorted,51200,merge_sort,1.27479
sorted,51200,merge_insertion_t15,0.801765
sorted,51300,merge_sort,1.28787
sorted,51300,merge_insertion_t15,0.808859
sorted,51400,merge_sort,1.25167
sorted,51400,merge_insertion_t15,0.781896
sorted,51500,merge_sort,1.31769
sorted,51500,merge_insertion_t15,0.801737
sorted,51600,merge_sort,1.26483
sorted,51600,merge_insertion_t15,0.788038
sorted,51700,merge_sort,1.31187
sorted,51700,merge_insertion_t15,0.800799
sorted,51800,merge_sort,1.28152
sorted,51800,merge_insertion_t15,0.798182
sorted,51900,merge_sort,1.33169
sorted,51900,merge_insertion_t15,0.800225
sorted,52000,merge_sort,1.29842
sorted,52000,merge_insertion_t15,0.836495
sorted,52100,merge_sort,1.30256
sorted,52100,merge_insertion_t15,0.793946
sorted,52200,merge_sort,1.27857
sorted,52200,merge_insertion_t15,0.831484
sorted,52300,merge_sort,1.30581
sorted,52300,merge_insertion_t15,0.803643
sorted,52400,merge_sort,1.29831
sorted,52400,merge_insertion_t15,0.827161
sorted,52500,merge_sort,1.71901
sorted,52500,merge_insertion_t15,1.28904
sorted,52600,merge_sort,1.5935
sorted,52600,merge_insertion_t15,0.921156
sorted,52700,merge_sort,1.45038
sorted,52700,merge_insertion_t15,1.05245
sorted,52800,merge_sort,1.44782
sorted,52800,merge_insertion_t15,0.913165
sorted,52900,merge_sort,1.54667
sorted,52900,merge_insertion_t15,0.983866
sorted,53000,merge_sort,1.54743
sorted,53000,merge_insertion_t15,0.929472
sorted,53100,merge_sort,1.53549
sorted,53100,merge_insertion_t15,0.947965
sorted,53200,merge_sort,1.58352
sorted,53200,merge_insertion_t15,0.893621
sorted,53300,merge_sort,1.38287
sorted,53300,merge_insertion_t15,0.824518
sorted,53400,merge_sort,1.37025
sorted,53400,merge_insertion_t15,0.79168
sorted,53500,merge_sort,1.39272
sorted,53500,merge_insertion_t15,0.857004
sorted,53600,merge_sort,1.49413
sorted,53600,merge_insertion_t15,0.863096
sorted,53700,merge_sort,1.39362
sorted,53700,merge_insertion_t15,0.870356
sorted,53800,merge_sort,1.35491
sorted,53800,merge_insertion_t15,0.849265
sorted,53900,merge_sort,1.39041
sorted,53900,merge_insertion_t15,0.865763
sorted,54000,merge_sort,1.3828
sorted,54000,merge_insertion_t15,0.828559
sorted,54100,merge_sort,1.45061
sorted,54100,merge_insertion_t15,0.846459
sorted,54200,merge_sort,1.41239
sorted,54200,merge_insertion_t15,0.863162
sorted,54300,merge_sort,1.43647
sorted,54300,merge_insertion_t15,0.856878
sorted,54400,merge_sort,1.4825
sorted,54400,merge_insertion_t15,0.995681
sorted,54500,merge_sort,1.47469
sorted,54500,merge_insertion_t15,1.06701
sorted,54600,merge_sort,1.54739
sorted,54600,merge_insertion_t15,0.889218
sorted,54700,merge_sort,1.45541
sorted,54700,merge_insertion_t15,0.872822
sorted,54800,merge_sort,1.40529
sorted,54800,merge_insertion_t15,0.83378
sorted,54900,merge_sort,1.42582
sorted,54900,merge_insertion_t15,0.8669
sorted,55000,merge_sort,1.42284
sorted,55000,merge_insertion_t15,0.868831
sorted,55100,merge_sort,1.43522
sorted,55100,merge_insertion_t15,0.866137
sorted,55200,merge_sort,1.39206
sorted,55200,merge_insertion_t15,0.887962
sorted,55300,merge_sort,1.56607
sorted,55300,merge_insertion_t15,1.01267
sorted,55400,merge_sort,1.58476
sorted,55400,merge_insertion_t15,1.32267
sorted,55500,merge_sort,2.33118
sorted,55500,merge_insertion_t15,1.19845
sorted,55600,merge_sort,1.50608
sorted,55600,merge_insertion_t15,0.885473
sorted,55700,merge_sort,1.38225
sorted,55700,merge_insertion_t15,0.840502
sorted,55800,merge_sort,1.39046
sorted,55800,merge_insertion_t15,0.822311
sorted,55900,merge_sort,1.46625
sorted,55900,merge_insertion_t15,0.82965
sorted,56000,merge_sort,1.44817
sorted,56000,merge_insertion_t15,0.869964
sorted,56100,merge_sort,1.46115
sorted,56100,merge_insertion_t15,0.893799
sorted,56200,merge_sort,1.42865
sorted,56200,merge_insertion_t15,0.870278
sorted,56300,merge_sort,1.38191
sorted,56300,merge_insertion_t15,0.902177
sorted,56400,merge_sort,1.40441
sorted,56400,merge_insertion_t15,0.893614
sorted,56500,merge_sort,1.42789
sorted,56500,merge_insertion_t15,0.859876
sorted,56600,merge_sort,1.42998
sorted,56600,merge_insertion_t15,0.844478
sorted,56700,merge_sort,1.43114
sorted,56700,merge_insertion_t15,0.879472
